ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
11,Guanajuato,20,León,1,León de los Aldama,"101°40'59.519"" W","21°07'19.099"" N",1800.0,1579803,804212,775591,76551,37576,38975,1499419,764722,734697,1443307,737058,706249,1253050,643796,609254,1171277,603377,567900,1087681,562183,525498,84059,41385,42674,162310,79541,82769,190245,93573,96672,81773,40419,41354,83596,41194,42402,199393,99111,100282,441325,153948.0,83531,70417,96.44,404693,1070900,100377,132663,65240,67423,135939,66851,69088,136091,66830,69261,141090,69751,71339,141899,70554,71345,135584,68834,66750,123440,63458,59982,119157,61365,57792,108531,56201,52330,98334,51162,47172,84951,44502,40449,64343,34019,30324,53571,28467,25104,37585,20197,17388,26775,14401,12374,16939,9214,7725,10287,5867,4420,8791,5385,3406,2.01,1396391,711555,684836,167443,84972,82471,1400586,717112,683474,35295,17018,18277,3372,1548,1824,58,32,26,2787,1250,1537,3318,47,2763,6733,    45459,    22745,    22714,69041,31524,30773,10107,13341.0,12276,12650,156474,44460,101897,8921,29097,6923,30533,20438,1339084,33098,16230,16868,8528,3983,4545,9559,4377,5182,54570,28162,26408,61772,31852,29920,4581,1948,2633,34116,20621,13495,49502,27703,21799,70404,36765,33639,159441,80924,78517,39437,17367,22070,319893,166505,153388,493904,253058,240846,9.95,9.9,10,836010,354456,481554,413537,287683,125854,819694,349944,469750,16316,4512,11804,349264,1224718,865945,65751,2800,958,257464,3316,42166,4361,458567,663744,129208,1420808,64990,2203.0,84670,409041,130666,278375,1577611,477449,1100162,473075,409234,457166,393325,408664,409041,55622,8219,1577611,3.86,0.98,402325,4820,84437,322915,7625,42177,357531,406656,729,396589,386245,10732,345086,138336.0,405885,804,405246,1231,395055,118,404673,163014,983,385429,350392,233564,225301,48681,119793,315705,392444,188441,164193,378532,255676,203703,102942,72725,6653,16490,130267,1905,14
15,México,31,Chimalhuacán,1,Chimalhuacán," 98°56'43.077"" W","19°25'00.867"" N",2257.0,703215,359601,343614,35563,17321,18242,667510,342200,325310,641466,329394,312072,550574,284650,265924,511541,265234,246307,472461,245969,226492,39773,19596,20177,77163,37954,39209,90736,44738,45998,39033,19416,19617,39080,19265,19815,88873,44646,44227,197911,59021.0,31196,27825,95.55,191532,476164,35377,61607,30127,31480,64688,31942,32746,65237,32218,33019,64843,32005,32838,63110,31906,31204,61580,31490,30090,54434,28357,26077,49903,26190,23713,47484,25120,22364,43313,22843,20470,38425,20371,18054,29428,15756,13672,23644,12423,11221,15658,8166,7492,9429,4916,4513,5215,2677,2538,2815,1595,1220,2260,1419,841,2.01,463000,233525,229475,237075,124427,112648,626250,321713,304537,13985,7199,6786,20066,10460,9606,263,176,87,19564,10169,9395,19992,257,19498,56190,    15659,     7908,     7751,33838,13896,17530,4641,6556.0,4837,5705,76451,20629,53454,4395,14317,3132,13254,8953,587934,17657,8672,8985,4299,2066,2233,3856,1695,2161,29205,14872,14333,24977,12820,12157,2028,878,1150,15959,10386,5573,21489,13244,8245,34557,18939,15618,80740,42300,38440,18722,8136,10586,155300,79954,75346,180695,92124,88571,9.13,9.03,9.24,343132,138323,204809,206286,145817,60469,336324,136461,199863,6808,1862,4946,307114,395348,173007,30255,6995,3057,164465,3154,6404,10434,191161,292092,66942,504841,66317,1518.0,127687,180284,61720,118564,702872,228098,474774,198324,180308,183705,165689,179879,180284,15312,2704,702872,3.9,1.19,172574,7170,80466,99332,20486,45418,113891,179446,350,176693,169159,3100,142302,119912.0,177870,1664,178008,1482,175085,27,177374,117352,983,148906,122289,67640,48332,24359,63642,135111,169099,48798,81400,155113,91852,29051,15171,13000,5276,15242,80084,1865,13
9,Ciudad de México,12,Tlalpan,1,Tlalpan," 99°10'01.654"" W","19°17'17.790"" N",2280.0,599935,314284,285651,15060,7446,7614,584412,306604,277808,571481,300245,271236,519076,274458,244618,494840,262426,232414,469298,249990,219308,19874,9803,10071,45462,22343,23119,55171,27180,27991,24236,12032,12204,25542,12436,13106,67278,33163,34115,164958,99667.0,56695,42972,90.89,104632,426486,68354,27991,13805,14186,36576,18099,18477,40065,19720,20345,44043,21550,22493,48777,24049,24728,47646,24096,23550,46524,24063,22461,45480,23931,21549,44193,23491,20702,44322,23778,20544,40242,21991,18251,33946,18782,15164,31313,17483,13830,24562,13729,10833,18297,10325,7972,11658,6586,5072,7550,4524,3026,6287,4048,2239,1.62,477622,246296,231326,115870,64604,51266,549173,289155,260018,19654,9733,9921,8504,4668,3836,52,37,15,8397,4601,3796,8471,50,8366,19907,    10897,     5589,     5308,30580,15028,12655,3746,7073.0,5269,5634,73436,23927,45728,3638,16798,3424,15499,10389,490190,4747,2304,2443,1671,825,846,1358,619,739,20887,10451,10436,33634,16662,16972,643,297,346,6834,4630,2204,9745,6386,3359,17246,10667,6579,40660,23355,17305,12803,5508,7295,89332,45739,43593,309959,162306,147653,11.82,11.66,12,331387,152781,178606,186724,121255,65469,324153,149979,174174,7234,2802,4432,167452,431660,230106,85519,643,12327,77125,1245,34304,5406,194471,251459,72864,455692,43721,2301.0,97017,176454,68994,107460,595560,215081,380479,193514,176605,186824,169915,176278,176454,11847,5062,595560,3.38,0.77,175267,837,49216,126893,9620,19684,146801,176036,78,174434,162350,1679,152931,119488.0,175552,253,175785,320,174077,5,175460,73307,342,165392,149982,125484,99294,12711,19319,141921,170328,111936,125640,164747,138594,85367,66522,38834,2456,4030,31624,573,13
1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"102°17'45.768"" W","21°52'47.362"" N",1878.0,863893,444725,419168,39525,19552,19973,823490,424733,398757,794449,410392,384057,691969,359863,332106,647537,338088,309449,602665,316060,286605,43660,21489,22171,87861,43381,44480,102688,50493,52195,44432,21775,22657,44872,22028,22844,109430,54565,54865,237515,95647.0,53157,42490,94.25,215478,584491,63046,68566,33893,34673,73402,36260,37142,73510,36044,37466,76681,37784,38897,77621,38809,38812,73518,37162,36356,65773,33766,32007,60888,31600,29288,56463,29826,26637,53289,28568,24721,48351,26150,22201,39306,21266,18040,32601,17739,14862,23840,13022,10818,16855,9361,7494,10622,5843,4779,6383,3819,2564,5346,3373,1973,1.95,652371,334015,318356,202249,106290,95959,749731,388905,360826,39743,19580,20163,1716,704,1012,6,4,2,1682,688,994,1701,6,1668,3776,    14472,     7223,     7249,43833,21158,18647,5317,7872.0,7488,7929,108760,32006,69186,5390,20043,3998,22961,12893,704718,16465,8101,8364,2525,1183,1342,3415,1467,1948,33271,16882,16389,42001,21365,20636,1609,683,926,9245,5462,3783,12055,6797,5258,27504,15421,12083,66688,36759,29929,17083,7376,9707,162823,85252,77571,336421,172498,163923,11.01,10.89,11.13,445862,193771,252091,245127,165654,79473,436364,190547,245817,9498,3224,6274,154796,707760,534594,62540,2243,2494,99627,969,23079,2191,255744,354579,81396,752938,51876,1457.0,55762,246116,80555,165561,862148,254402,607746,286646,246259,278009,237622,245873,246116,33043,7344,862148,3.5,0.82,244472,1098,49862,195737,2478,15101,228019,245301,300,245236,238533,363,184683,114722.0,245424,60,245459,111,244955,19,245364,82142,313,235833,216609,165374,156488,22727,47846,204535,237274,130384,112002,232793,169675,123670,77719,53589,2995,5984,63661,595,13
9,Ciudad de México,3,Coyoacán,1,Coyoacán," 99°09'43.724"" W","19°21'00.770"" N",2247.0,614447,325337,289110,14791,7252,7539,599528,318019,281509,587692,312162,275530,543990,290668,253322,522992,280428,242564,500374,269320,231054,18061,8857,9204,37477,18494,18983,46646,22916,23730,20998,10240,10758,22618,11108,11510,63817,31569,32248,162387,126592.0,73584,53008,88.86,91327,432544,90448,26627,13109,13518,30448,15013,15435,34252,16721,17531,39399,19308,20091,47036,23369,23667,47839,23960,23879,45644,23393,22251,44680,23561,21119,44815,23931,20884,46180,24865,21315,43229,23601,19628,37578,20856,16722,36144,20697,15447,30490,17480,13010,24070,13762,10308,15949,9201,6748,10393,6219,4174,9546,6225,3321,1.55,495288,257509,237779,110671,63258,47413,563641,299642,263999,20232,10652,9580,7728,4422,3306,57,34,23,7630,4367,3263,7681,56,7584,15349,    11120,     5762,     5358,34446,17427,13897,4106,8413.0,6310,6613,76689,26277,46674,3782,19239,3929,16263,11104,497720,3734,1848,1886,1698,811,887,1243,588,655,19112,9494,9618,34728,17235,17493,551,239,312,5765,3902,1863,8086,5269,2817,14199,9085,5114,35386,21531,13855,9614,4368,5246,78405,41397,37008,361934,189868,172066,12.51,12.29,12.77,340527,160166,180361,202374,130022,72352,331549,156658,174891,8978,3508,5470,160961,452819,273066,96651,530,6624,50485,1386,36751,5054,214160,247186,82270,463550,39559,2881.0,106925,191517,80509,111008,612130,239563,372567,208024,191646,199165,182787,191244,191517,12076,4302,612130,3.2,0.7,190701,450,46621,144563,8052,15789,167334,191126,61,191053,190474,133,154811,114453.0,190834,51,190986,182,190814,2,190732,77944,268,184255,167211,143006,109429,14520,36902,154275,184451,133587,145013,179280,157908,101660,80413,44991,2893,3506,27008,443,13
9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza," 99°06'49.324"" W","19°25'09.343"" N",2230.0,443704,233586,210118,12749,6235,6514,430540,227141,203399,420142,221888,198254,382101,203320,178781,365208,195012,170196,347576,186203,161373,15997,7944,8053,32442,15877,16565,39089,19115,19974,16893,8308,8585,17632,8809,8823,45461,22446,23015,117331,78964.0,45947,33017,89.95,78081,310974,54234,23147,11488,11659,26760,13109,13651,28174,13767,14407,30110,14875,15235,32983,16380,16603,34920,17693,17227,34441,17730,16711,32721,17029,15692,31216,16594,14622,31846,17030,14816,30804,16838,13966,27203,14896,12307,24730,13793,10937,18317,10332,7985,13837,8072,5765,9203,5465,3738,6672,4184,2488,6205,4101,2104,1.64,370460,192506,177954,70332,39706,30626,403680,213619,190061,15100,7719,7381,4971,2571,2400,41,26,15,4882,2520,2362,4921,36,4837,10145,    10463,     5351,     5112,25474,13187,10532,3036,6030.0,4200,4294,56501,19065,35983,2840,13053,2833,11059,7119,357715,3965,1943,2022,1682,834,848,1166,524,642,14301,7355,6946,20106,10091,10015,547,243,304,3955,2737,1218,5055,3376,1679,12174,7754,4420,33698,20509,13189,10067,4806,5261,68851,35576,33275,222921,115692,107229,11.46,11.26,11.69,247472,113822,133650,133894,89197,44697,241783,111624,130159,5689,2198,3491,125162,317712,191753,61576,599,2368,55296,1038,9657,2634,149211,170225,62370,337374,37618,2722.0,64898,135768,58500,77268,443120,183183,259937,151569,135789,145218,129438,135450,135768,11508,4272,443120,3.26,0.82,134924,343,38688,96612,4489,14556,116253,135248,53,135223,134984,75,124351,106798.0,135077,17,135217,65,135108,2,135037,76247,230,128325,112817,91606,55086,10160,28982,105631,131104,79437,92856,124244,102008,62293,44934,28376,1895,3850,27580,414,12
16,Michoacán de Ocampo,53,Morelia,1,Morelia,"101°11'31.367"" W","19°42'12.182"" N",1920.0,743275,388114,355161,30994,15383,15611,710690,371929,338761,687832,360654,327178,608386,321555,286831,574148,304648,269500,539217,287437,251780,34241,16982,17259,68063,33392,34671,80001,39307,40694,34238,16907,17331,34931,17211,17720,94228,47563,46665,207519,97370.0,54145,43225,91.51,167536,508521,65627,53852,26658,27194,56626,27923,28703,57058,28083,28975,61187,30401,30786,67972,34373,33599,63281,32659,30622,58470,30721,27749,52826,27938,24888,49360,26356,23004,46111,25071,21040,42126,23310,18816,35445,19674,15771,31743,17483,14260,23366,12857,10509,17128,9317,7811,11083,6087,4996,7185,4237,2948,6865,4164,2701,1.88,636148,333176,302972,95728,49319,46409,660050,347258,312792,21244,10631,10613,4979,2203,2776,23,16,7,4906,2164,2742,4945,22,4874,10571,    14435,     7401,     7034,35882,16931,15496,4707,7593.0,6344,6953,90216,26662,56365,4569,18354,3782,20467,9628,608584,10826,5304,5522,1972,937,1035,2055,874,1181,27860,14125,13735,46201,23580,22621,1516,610,906,13208,7843,5365,17419,9940,7479,30927,16805,14122,53715,29206,24509,20109,8859,11250,106446,56628,49818,324120,171140,152980,11.32,11.27,11.39,391022,178597,212425,213699,141200,72499,382978,175846,207132,8044,2751,5293,230456,508166,340870,75420,2642,2149,82631,2205,11356,2227,224185,303409,78076,612386,49334,1401.0,75031,216343,80798,135545,737966,254644,483322,288569,216551,278383,206365,216139,216343,54476,17542,737966,3.41,0.84,211347,4278,49208,166444,5782,20360,189507,215308,347,210633,192580,5017,199015,105593.0,213900,1391,214340,1245,210112,70,213582,85701,469,205475,176324,128692,123353,22010,32979,160103,204388,115475,89591,204460,148225,119283,56520,34954,5028,5592,55958,862,13
9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo," 99°11'26.716"" W","19°24'26.168"" N",2264.0,414470,219003,195467,11182,5379,5803,397362,210660,186702,388565,206268,182297,359069,191632,167437,346049,185267,160782,332956,178841,154115,13447,6658,6789,24846,12370,12476,29824,14679,15145,13020,6365,6655,13093,6426,6667,36545,18619,17926,115822,71111.0,41605,29506,89.25,62495,295866,50183,19979,9771,10208,20874,10357,10517,21642,10644,10998,22594,11257,11337,27044,13788,13256,34671,18160,16511,38603,19953,18650,36202,18658,17544,33148,17508,15640,31242,16498,14744,27808,14962,12846,23626,12878,10748,20928,11730,9198,16325,9186,7139,12683,7429,5254,8960,5347,3613,6179,3837,2342,6036,4076,1960,1.37,302176,157073,145103,81931,46969,34962,348955,185633,163322,27251,14647,12604,3593,2217,1376,24,15,9,3545,2184,1361,3587,24,3539,6119,    11262,     5803,     5459,17769,9348,7184,2276,4260.0,3504,3235,46381,15067,29406,2378,10972,2641,9009,5428,340998,2641,1313,1328,1288,646,642,792,398,394,11201,5567,5634,19704,9876,9828,378,172,206,2598,1897,701,3430,2422,1008,7541,5159,2382,20905,13734,7171,5885,2875,3010,44286,24122,20164,254465,131420,123045,13.11,12.76,13.52,244498,116375,128123,113569,74770,38799,239665,114411,125254,4833,1964,2869,79709,328032,195090,39449,649,16389,22295,795,71102,5128,144097,163915,50462,300662,24676,11228.0,70497,146762,60195,86567,412529,158162,254367,168191,146828,144530,123167,146555,146762,14512,6851,412529,2.81,0.66,144245,228,44992,99529,4093,13100,127324,144483,45,144419,144171,109,119499,102876.0,144260,10,144398,129,144282,1,144222,58354,177,140796,128315,112847,83032,12292,31432,112959,139522,109631,109265,137103,124777,88559,77955,39658,2459,2398,15787,419,12
7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez," 93°06'54.690"" W","16°45'14.300"" N",522.0,578830,303756,275074,26618,13040,13578,550032,289624,260408,530563,280008,250555,465484,248091,217393,438261,234688,203573,410194,220639,189555,29561,14569,14992,54987,26964,28023,64011,31428,32583,27223,13403,13820,28067,14049,14018,72151,36448,35703,166318,63049.0,35021,28028,90.56,138389,397206,41055,46087,22656,23431,46582,22818,23764,45720,22502,23218,48622,24332,24290,51596,26165,25431,47782,25098,22684,44607,23942,20665,43928,23843,20085,41289,22624,18665,36891,20314,16577,34050,18863,15187,26447,14486,11961,21994,11988,10006,15565,8509,7056,10509,5843,4666,6952,3907,3045,4330,2513,1817,3699,2261,1438,1.76,536139,281917,254222,38088,19537,18551,520212,274952,245260,9182,4569,4613,11838,6578,5260,147,102,45,11661,6460,5201,11679,124,11525,24652,     9289,     4783,     4506,22562,11113,9898,3757,4601.0,4424,4060,51628,16415,34265,3036,9481,2423,8193,6097,499563,9322,4528,4794,2617,1270,1347,1981,887,1094,23282,11673,11609,33679,16465,17214,1718,750,968,15865,10808,5057,19635,12772,6863,26583,16070,10513,43874,25961,17913,9762,4745,5017,74628,41640,32988,247713,124909,122804,11.12,10.75,11.54,296461,134093,162368,167916,113532,54384,289106,131484,157622,7355,2609,4746,234398,342075,182059,54834,14674,6092,66783,1685,13622,6813,165171,238553,61674,386166,122327,451.0,66840,159564,59661,99903,577322,203212,374110,199918,159617,195954,155653,159275,159564,27299,13002,577322,3.62,1.02,155579,3070,48619,110036,15739,25371,117545,158432,226,151489,134126,7168,143042,100530.0,157947,262,158426,231,151256,17,158024,88778,572,148256,117023,68982,65829,8745,11005,104558,149175,72324,52346,149922,95578,62274,29073,14358,5133,6678,54214,1072,13
9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco," 99°11'03.698"" W","19°29'02.770"" N",2244.0,432205,227255,204950,11784,5702,6082,420056,221370,198686,410780,216806,193974,377144,200360,176784,361474,192669,168805,345123,184700,160423,14191,6954,7237,28721,14056,14665,35256,17270,17986,15670,7691,7979,16351,7969,8382,43088,21303,21785,115600,78650.0,45565,33085,90.19,70366,306611,54863,21060,10266,10794,23420,11470,11950,25886,12667,13219,27983,13711,14272,31456,15561,15895,34405,17506,16899,34905,17858,17047,33162,17294,15868,31245,16621,14624,31859,17049,14810,31135,16822,14313,26674,14682,11992,23787,13290,10497,18059,10153,7906,14232,8307,5925,9631,5665,3966,6845,4217,2628,6096,3933,2163,1.6,349428,181067,168361,79365,44454,34911,388572,205428,183144,20545,10573,9972,3208,1708,1500,21,15,6,3159,1678,1481,3199,21,3150,7261,     8864,     4503,     4361,24000,12346,9965,2886,5823.0,4220,4051,56564,19192,36011,2857,13668,2920,11463,6358,348220,3278,1564,1714,1475,701,774,969,430,539,13779,6802,6977,21840,11006,10834,386,158,228,3675,2658,1017,4863,3374,1489,10863,7082,3781,30849,18645,12204,7539,3341,4198,60401,30819,29582,234812,122122,112690,11.91,11.7,12.14,239069,110331,128738,137554,89796,47758,232719,107939,124780,6350,2392,3958,90370,341302,238847,48827,902,11600,34369,876,10983,2854,147260,171393,58399,335663,29623,2171.0,63846,134168,54550,79618,431347,164470,266877,149381,134204,145267,130090,133962,134168,10714,4463,431347,3.21,0.77,133490,334,37763,96070,3888,12670,117275,133798,38,133597,132706,239,107591,84062.0,133572,45,133748,87,133511,2,133563,65802,188,128896,115721,97011,64567,9851,33588,106789,130067,86856,96128,123961,105899,66399,50965,31801,1661,2869,22687,322,12
9,Ciudad de México,6,Iztacalco,1,Iztacalco," 99°05'51.406"" W","19°23'45.245"" N",2230.0,404695,212343,192352,11527,5631,5896,392990,206622,186368,384051,202213,181838,350684,185694,164990,335205,178048,157157,319021,170195,148826,13523,6625,6898,28783,14303,14480,35033,17376,17657,15479,7646,7833,16184,7853,8331,42216,20935,21281,108051,70907.0,40949,29958,90.59,69312,286131,49074,20466,10040,10426,23276,11495,11781,25570,12670,12900,27759,13495,14264,30641,15293,15348,31727,16154,15573,31735,16253,15482,30107,15620,14487,28748,15234,13514,30076,16002,14074,28900,15712,13188,24605,13336,11269,21833,12173,9660,16292,9195,7097,12400,7208,5192,8395,4907,3488,6174,3774,2400,5813,3692,2121,1.66,334720,173147,161573,67280,37862,29418,367615,193766,173849,15108,7866,7242,4412,2287,2125,37,25,12,4345,2248,2097,4383,37,4316,10060,     6941,     3502,     3439,24447,12464,10229,2753,5788.0,4088,4067,54311,18646,33706,2664,12837,2520,11286,6453,322710,3136,1487,1649,1091,540,551,816,358,458,13522,6699,6823,20178,10209,9969,418,182,236,3880,2738,1142,5380,3635,1745,11147,7133,4014,30381,18036,12345,8181,3668,4513,61779,31296,30483,207362,108035,99327,11.52,11.34,11.73,224915,102951,121964,125126,82460,42666,219405,100900,118505,5510,2051,3459,110116,294078,183462,57405,553,2609,43288,1721,8563,2690,134768,158916,56731,307375,32436,1938.0,62204,117720,48329,69391,403805,158017,245788,130175,117740,125122,112687,117544,117720,9510,2925,403805,3.43,0.82,117149,282,31878,85569,4820,12177,100446,117396,52,117352,116564,93,99351,81344.0,117282,22,117387,42,117263,3,117248,61172,196,111714,97981,79447,53297,8651,26960,92144,114018,72374,82298,108707,91039,53971,40298,25607,1568,2666,21763,322,12
15,México,121,Cuautitlán Izcalli,1,Cuautitlán Izcalli," 99°12'33.430"" W","19°39'25.184"" N",2280.0,515353,266081,249272,16460,8047,8413,498695,257933,240762,485019,251240,233779,435691,227378,208313,412813,215941,196872,389148,204285,184863,20980,10193,10787,42024,20362,21662,51769,25446,26323,22878,11437,11441,23665,11656,12009,55441,27237,28204,139406,76589.0,41755,34834,93.68,102342,364040,48773,30136,14740,15396,34320,16622,17698,37886,18677,19209,39887,19602,20285,39219,19291,19928,39121,19677,19444,38615,19828,18787,39559,20710,18849,38006,20215,17791,37606,20083,17523,33574,18174,15400,30637,16606,14031,27816,15282,12534,20683,11051,9632,13554,7226,6328,7398,3926,3472,4051,2334,1717,3087,1936,1151,1.74,300627,151905,148722,211073,112284,98789,471526,244632,226894,12017,5955,6062,3521,1762,1759,9,4,5,3431,1717,1714,3502,9,3414,9073,    10952,     5437,     5515,23396,10408,11008,3006,5231.0,3940,3919,64633,18470,44474,3092,14243,2845,11719,6950,423351,6680,3242,3438,1846,845,1001,1328,605,723,20243,10181,10062,26738,13145,13593,656,301,355,4769,3279,1490,7141,4621,2520,12535,7794,4741,36901,21707,15194,8747,3976,4771,79053,40701,38352,251545,127733,123812,11.52,11.29,11.77,269293,117450,151843,165677,109586,56091,263008,115215,147793,6285,2235,4050,136417,378225,300494,23083,6760,5256,25635,1645,11712,10033,156051,223317,56047,386544,44284,1703.0,80782,150883,50995,99888,514592,159476,355116,167419,150929,154755,138265,150704,150883,13183,3307,514592,3.41,0.76,149735,843,28600,122028,2685,10054,137885,150585,47,150323,144313,293,141493,80046.0,150406,101,150276,221,149976,3,150156,59657,221,145183,133757,106949,86859,14082,29003,122134,146913,91482,106289,140502,115355,63662,50390,34569,1813,3482,28571,486,13
