ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
14,Jalisco,70,El Salto,1,El Salto,"103°10'54.000"" W","20°31'10.000"" N",1550.0,27876,13982,13894,1329,645,684,26518,13323,13195,25518,12825,12693,21878,11046,10832,20403,10322,10081,18883,9584,9299,1514,745,769,3126,1532,1594,3553,1723,1830,1475,724,751,1520,738,782,3444,1709,1735,7544,2842.0,1428,1414,99.37,7444,18604,1799,2329,1143,1186,2623,1295,1328,2492,1208,1284,2474,1207,1267,2490,1240,1250,2436,1203,1233,2112,1088,1024,2060,1055,1005,1825,933,892,1579,818,761,1396,744,652,1189,606,583,1043,541,502,689,327,362,481,217,264,293,165,128,182,90,92,154,88,66,2.12,24622,12390,12232,2997,1469,1528,24863,12518,12345,562,277,285,73,32,41,1,0,1,72,32,40,71,0,71,151,      440,      220,      220,1302,680,557,218,228.0,273,231,2394,773,1375,218,513,129,476,464,23863,690,344,346,201,88,113,160,73,87,1046,519,527,1068,528,540,100,40,60,495,251,244,610,297,313,1237,670,567,2865,1527,1338,628,277,351,5747,2963,2784,8480,4152,4328,9.81,9.73,9.88,13613,5590,8023,8224,5441,2783,13332,5495,7837,281,95,186,6057,21764,19176,439,28,19,1719,39,441,83,7299,12013,2553,25368,1284,13.0,1139,7883,2274,5609,27842,7349,20493,10677,7887,10630,7840,7872,7883,2342,448,27842,3.53,0.95,7763,102,2091,5773,165,1035,6664,7857,8,7673,7030,192,7079,5321.0,7814,33,7833,32,7652,0,7818,2976,28,7463,6253,3963,3988,2462,2332,5716,7475,2987,2714,7229,4077,4234,1391,1025,180,388,3174,59,8
21,Puebla,19,Atlixco,1,Atlixco," 98°26'03.003"" W","18°54'31.854"" N",1834.0,89314,47398,41916,3976,1981,1995,85330,45414,39916,82496,44011,38485,72323,39040,33283,67998,36892,31106,63414,34635,28779,4221,2081,2140,8786,4293,4493,10232,5060,5172,4325,2148,2177,4584,2257,2327,10424,5131,5293,24073,13270.0,7463,5807,88.43,21308,58811,9187,6810,3384,3426,7139,3477,3662,7359,3642,3717,7583,3716,3867,7425,3672,3753,6880,3619,3261,6466,3570,2896,6247,3457,2790,5557,3108,2449,5175,2931,2244,4958,2829,2129,4437,2527,1910,4083,2254,1829,3285,1817,1468,2318,1313,1005,1525,868,657,1066,604,462,993,607,386,2.04,81509,43215,38294,6997,3789,3208,80484,43046,37438,1490,756,734,655,337,318,4,2,2,643,331,312,654,4,642,1946,      870,      457,      413,4499,2347,1911,725,1089.0,1016,928,10676,3670,6818,719,2603,717,2259,1029,73548,1175,550,625,376,184,192,382,167,215,3561,1824,1737,4182,2085,2097,235,105,130,2201,1504,697,2227,1446,781,5162,3016,2146,9898,5388,4510,2163,939,1224,14688,7998,6690,31286,16641,14645,10.18,10.05,10.34,46823,21812,25011,25272,17112,8160,46227,21610,24617,596,202,394,29207,59976,24725,5690,1553,1189,24681,1182,1187,546,26200,35404,10618,73933,7682,73.0,7462,24481,9707,14774,89238,33371,55867,31270,24495,30295,23520,24430,24481,4359,2416,89238,3.65,0.92,23812,605,7756,16666,1347,3570,19505,24371,52,24239,22269,183,21279,5300.0,24194,136,24273,144,24104,8,24182,12992,155,21779,16599,9697,9562,3894,6592,18747,22659,9664,12489,21454,13606,11622,3757,2315,837,1438,9599,292,10
28,Tamaulipas,27,Nuevo Laredo,1,Nuevo Laredo," 99°30'30.574"" W","27°29'10.649"" N",126.0,416055,211059,204996,19027,9411,9616,396760,201514,195246,381787,194176,187611,328387,167572,160815,305696,156417,149279,283519,145570,137949,22615,11175,11440,45758,22767,22991,53415,26381,27034,22691,11155,11536,22177,10847,11330,50498,25481,25017,112435,42029.0,23115,18914,97.13,110091,278117,27579,34000,16749,17251,37728,18862,18866,38363,18897,19466,37008,18330,18678,35667,17998,17669,32610,16647,15963,30010,15542,14468,29358,14928,14430,29236,14875,14361,28150,14115,14035,24028,11897,12131,17600,8970,8630,14450,7571,6879,10174,5512,4662,7400,4148,3252,4857,2715,2142,2903,1731,1172,2245,1438,807,2.04,277486,139485,138001,119832,62800,57032,365749,186718,179031,12135,6091,6044,1643,814,829,11,8,3,1617,802,815,1642,11,1616,4793,     4829,     2384,     2445,18646,8465,8579,2924,3282.0,3914,3168,44305,12241,29655,2939,7899,2053,7847,5382,349798,11806,5721,6085,2394,1133,1261,2285,1012,1273,16436,8208,8228,16233,8152,8081,1525,629,896,6252,3572,2680,8713,4888,3825,17658,9378,8280,40672,21522,19150,10692,4909,5783,84064,44348,39716,130386,64065,66321,10.01,9.88,10.13,204261,81706,122555,123467,85562,37905,200935,80754,120181,3326,952,2374,109740,305655,228875,18676,404,629,49235,1058,7462,3136,109560,177613,41014,288256,70760,346.0,55869,117764,37581,80183,414829,124046,290783,139396,117802,129042,107448,117587,117764,18090,3504,414829,3.52,0.96,116029,1467,34198,83317,3230,15689,98585,117189,330,116966,116549,552,26934,5232.0,116698,588,116970,546,116434,52,116531,31512,293,113698,100089,73483,85293,4207,14549,82274,112669,47114,53241,108201,69424,41168,25697,17979,2422,4898,42275,657,12
14,Jalisco,70,El Salto,14,Las Pintitas,"103°18'08.000"" W","20°33'52.000"" N",1532.0,29445,14565,14880,1380,703,677,28051,13854,14197,27029,13337,13692,23146,11443,11703,21412,10592,10820,19693,9724,9969,1624,785,839,3281,1626,1655,3937,1921,2016,1734,851,883,1719,868,851,4040,1906,2134,7783,2731.0,1338,1393,102.16,8019,19635,1777,2402,1220,1182,2781,1363,1418,2836,1382,1454,2874,1409,1465,2885,1365,1520,2439,1157,1282,2114,1049,1065,1879,934,945,1830,949,881,1829,920,909,1601,843,758,1230,628,602,954,472,482,699,321,378,472,239,233,313,151,162,156,83,73,137,72,65,2.26,24811,12307,12504,4452,2176,2276,26328,13017,13311,613,294,319,121,59,62,1,0,1,120,59,61,121,1,120,343,      313,      149,      164,1919,934,872,255,331.0,295,341,3755,1037,2451,210,704,110,815,467,23522,724,364,360,196,89,107,244,110,134,1047,560,487,936,421,515,111,48,63,695,361,334,1015,509,506,1980,964,1016,3510,1784,1726,887,394,493,6332,3238,3094,7035,3363,3672,8.86,8.8,8.92,15037,5796,9241,8061,5633,2428,14719,5706,9013,318,90,228,11257,18163,15229,290,27,55,2191,13,182,279,8289,12099,2747,26173,1808,29.0,1399,7324,2414,4910,29288,9630,19658,9717,7335,9522,7140,7316,7324,2054,328,29288,4,1.08,7057,256,2168,5145,344,1227,5742,7297,16,7049,5813,264,6141,5194.0,7258,20,7268,44,7022,3,7248,3405,26,6832,5705,3336,3398,1301,2965,5627,6975,2361,2759,6753,3471,1489,957,1057,138,354,3385,46,8
20,Oaxaca,515,Santo Domingo Tehuantepec,1,Santo Domingo Tehuantepec," 95°13'55.377"" W","16°19'55.410"" N",35.0,45134,23442,21692,1824,884,940,43261,22533,20728,41822,21775,20047,36368,19063,17305,33914,17872,16042,31591,16727,14864,2220,1134,1086,4673,2336,2337,5633,2781,2852,2454,1191,1263,2323,1145,1178,4592,2310,2282,11897,6216.0,3318,2898,92.53,11171,29736,4178,3263,1642,1621,3828,1888,1940,4080,2015,2065,3711,1806,1905,3204,1649,1555,3253,1700,1553,3403,1806,1597,3318,1772,1546,3152,1732,1420,2725,1432,1293,2567,1429,1138,2365,1228,1137,2038,1071,967,1533,797,736,1029,542,487,727,411,316,488,268,220,401,229,172,2.07,41461,21544,19917,3496,1812,1684,40457,21133,19324,1264,612,652,3535,1811,1724,62,41,21,3442,1752,1690,3517,62,3424,8642,      882,      434,      448,3108,1612,1411,384,568.0,465,516,7318,2514,4786,339,1179,177,1416,566,34475,391,196,195,131,58,73,112,50,62,1954,976,978,1761,890,871,126,38,88,2148,1447,701,2372,1521,851,3112,1805,1307,3954,2208,1746,1046,480,566,7327,3792,3535,14944,7457,7487,9.61,9.29,9.98,22764,10423,12341,13349,8610,4739,22277,10316,11961,487,107,380,12422,32652,9284,5278,31,3243,14910,107,135,137,11912,19088,5359,32237,8280,48.0,4460,12753,4447,8306,44855,14392,30463,16405,12759,16395,12749,12712,12753,2719,927,44855,3.52,1.16,11538,1155,5573,7120,1772,3296,7625,12583,110,12430,11226,263,8453,5185.0,12498,38,12581,112,12297,16,12507,8520,188,11050,8107,3277,3585,975,2931,8939,10922,3758,2666,11355,5562,6582,946,506,847,1088,6460,296,9
17,Morelos,8,Emiliano Zapata,5,Tres de Mayo," 99°12'34.519"" W","18°51'59.709"" N",1382.0,20950,10754,10196,645,293,352,20283,10450,9833,19769,10196,9573,17758,9251,8507,16768,8782,7986,15778,8285,7493,778,383,395,1747,816,931,2182,1021,1161,990,469,521,990,497,493,2335,1128,1207,5364,3752.0,1988,1764,94.81,4160,14164,2604,1159,547,612,1408,679,729,1593,735,858,1664,805,859,1661,820,841,1470,743,727,1349,700,649,1393,742,651,1384,744,640,1509,810,699,1483,837,646,1103,593,510,1148,617,531,879,429,450,741,409,332,405,202,203,307,167,140,272,164,108,1.87,10810,5348,5462,9814,5240,4574,17804,9167,8637,1834,973,861,242,144,98,1,1,0,241,143,98,241,1,240,521,      448,      229,      219,994,508,380,139,254.0,182,221,2738,1014,1502,144,659,114,714,263,17081,247,123,124,53,32,21,77,35,42,815,421,394,1052,491,561,39,22,17,500,281,219,639,357,282,861,500,361,1567,829,738,465,213,252,2985,1568,1417,9721,5016,4705,11.37,11.18,11.58,11463,5216,6247,6222,4006,2216,11114,5118,5996,349,98,251,6075,14833,7879,1612,37,170,4193,263,1080,91,5780,9467,2495,14801,2779,88.0,3231,6367,2129,4238,20695,6452,14243,9885,6377,8808,5300,6353,6367,1055,2453,20695,3.25,0.76,6277,68,1797,4549,371,744,5231,6341,5,6309,5014,37,5610,5100.0,6314,15,6326,20,6287,0,6317,2230,15,6108,4828,3945,3857,765,500,4911,5942,3558,3753,5985,4773,3297,2111,1093,165,175,1375,34,8
29,Tlaxcala,5,Apizaco,1,Ciudad de Apizaco," 98°08'26.202"" W","19°24'58.805"" N",2415.0,47632,25410,22222,1811,930,881,45760,24449,21311,44396,23782,20614,39442,21324,18118,37280,20256,17024,35008,19114,15894,2068,1032,1036,4250,2093,2157,5065,2482,2583,2162,1068,1094,2272,1142,1130,5610,2832,2778,13048,7241.0,4110,3131,87.45,10291,32406,4874,3175,1597,1578,3440,1714,1726,3676,1812,1864,3839,1925,1914,4043,2049,1994,3681,1895,1786,3384,1833,1551,3281,1763,1518,3230,1833,1397,3098,1750,1348,2898,1642,1256,2585,1456,1129,2367,1339,1028,1673,897,776,1235,688,547,793,467,326,576,337,239,597,382,215,1.92,35785,18933,16852,11518,6345,5173,42188,22735,19453,2006,994,1012,371,190,181,7,5,2,360,183,177,369,7,358,979,      791,      417,      374,2511,1132,1231,295,613.0,499,446,6678,1933,4589,318,1500,325,1426,529,38102,672,337,335,116,67,49,90,43,47,1965,1012,953,2498,1279,1219,67,27,40,618,413,205,777,495,282,1334,813,521,3852,2352,1500,693,322,371,7608,4154,3454,21534,11307,10227,11.31,11.08,11.58,24343,11183,13160,14986,10090,4896,23634,10919,12715,709,264,445,13673,33833,16523,3531,145,192,12726,68,711,307,14489,19059,5843,37787,4816,114.0,4771,13876,5288,8588,47534,16798,30736,17584,13884,17053,13353,13819,13876,2813,887,47534,3.43,0.77,13754,51,3146,10658,274,989,12541,13793,11,13765,13730,39,12615,5074.0,13791,6,13800,4,13753,0,13794,6965,52,12231,9962,6897,6474,974,3000,10216,13139,6153,6828,12549,8071,9279,2281,1577,280,592,4857,79,9
14,Jalisco,98,San Pedro Tlaquepaque,14,Santa Anita,"103°26'24.000"" W","20°33'02.000"" N",1574.0,23531,12204,11327,961,493,468,22562,11707,10855,21778,11300,10478,19046,9951,9095,17829,9337,8492,16594,8746,7848,1201,605,596,2315,1151,1164,2772,1400,1372,1217,614,603,1235,591,644,2630,1362,1268,6669,2560.0,1426,1134,92.81,5694,16092,1737,1745,900,845,1916,954,962,2033,1009,1024,2025,999,1026,1840,954,886,1850,933,917,1889,988,901,1857,979,878,1831,971,860,1635,845,790,1305,695,610,1037,547,490,823,444,379,635,355,280,453,251,202,292,158,134,176,112,64,181,106,75,1.89,20481,10646,9835,2776,1418,1358,21006,10902,10104,607,316,291,42,21,21,0,0,0,41,21,20,42,0,41,71,      415,      202,      213,929,500,396,147,176.0,180,161,1890,635,1084,110,389,89,353,259,20549,395,203,192,82,41,41,78,36,42,959,484,475,999,530,469,54,22,32,390,190,200,466,240,226,1180,610,570,1996,1115,881,518,225,293,3575,1821,1754,9407,4961,4446,10.79,10.75,10.83,12668,5548,7120,6311,4379,1932,12555,5523,7032,113,25,88,8536,14968,12086,431,25,22,1484,29,1020,329,7167,9917,1949,21303,1195,40.0,955,6750,2180,4570,23391,6593,16798,7744,6758,7051,6065,6743,6750,817,169,23391,3.47,0.99,6666,74,1496,5244,107,652,5981,6737,3,6726,6215,14,6343,5066.0,6734,6,6736,4,6721,0,6733,2045,10,6629,6102,4435,4417,857,2052,5465,6577,3734,3481,6379,5118,2932,2438,1496,76,165,1344,20,8
31,Yucatán,59,Progreso,1,Progreso," 89°39'48.942"" W","21°16'57.278"" N",2.0,41965,21110,20855,1488,719,769,40399,20352,20047,39154,19713,19441,34544,17475,17069,32620,16517,16103,30695,15618,15077,1896,979,917,3959,1898,2061,4550,2179,2371,1924,958,966,1925,899,1026,5005,2445,2560,10850,6030.0,3158,2872,98.79,9267,28485,4135,2733,1358,1375,3326,1653,1673,3208,1543,1665,3271,1530,1741,3659,1814,1845,3356,1697,1659,3090,1541,1549,2847,1431,1416,2794,1454,1340,2665,1383,1282,2566,1321,1245,2342,1188,1154,1895,994,901,1471,733,738,1077,538,539,735,401,334,469,268,201,383,224,159,1.96,35859,18180,17679,5463,2661,2802,37234,18876,18358,1651,729,922,1155,559,596,2,2,0,1145,556,589,1155,2,1145,3133,      814,      405,      409,3033,1447,1399,365,631.0,507,589,6002,1940,3772,315,1054,184,1173,715,32557,577,287,290,128,62,66,93,26,67,1483,708,775,1724,874,850,142,52,90,851,424,427,1003,499,504,3111,1478,1633,4080,2086,1994,1898,863,1035,7801,3907,3894,13642,7117,6525,9.68,9.77,9.58,21516,8585,12931,12842,8851,3991,21240,8515,12725,276,70,206,12770,29039,15488,2056,103,1725,9407,100,459,224,10502,19219,4765,28793,7892,99.0,5010,11922,4272,7650,41819,14600,27219,15362,11929,14120,10687,11888,11922,1419,2014,41819,3.51,1.09,11798,65,5369,6497,1581,2599,7684,11848,18,11782,11664,83,10200,5052.0,11769,14,11779,87,11711,3,11738,4943,40,11102,9939,5188,4712,3619,3869,7659,11206,4550,5411,11129,8295,7610,2852,1197,354,544,3212,96,9
17,Morelos,8,Emiliano Zapata,1,Emiliano Zapata," 99°10'59.674"" W","18°50'27.543"" N",1248.0,64084,32934,31150,2588,1249,1339,61490,31682,29808,59352,30670,28682,51315,26730,24585,47762,24971,22791,44293,23263,21030,3278,1578,1700,6897,3374,3523,8192,4021,4171,3553,1759,1794,3469,1708,1761,8090,4116,3974,18275,6373.0,3444,2929,94.58,16316,43652,4110,4726,2261,2465,5688,2795,2893,5902,2904,2998,5865,2919,2946,5694,2905,2789,5226,2644,2582,4967,2638,2329,4818,2555,2263,4500,2398,2102,4185,2216,1969,3428,1797,1631,2706,1455,1251,2263,1189,1074,1559,840,719,1080,588,492,673,360,313,403,229,174,395,238,157,2.03,44877,22692,22185,18719,10002,8717,55901,28901,27000,3149,1658,1491,437,220,217,3,2,1,432,217,215,435,3,430,1211,      973,      479,      494,3124,1516,1218,516,657.0,587,604,7873,2561,4863,568,1580,336,1905,707,52751,1409,653,756,262,129,133,301,119,182,2451,1281,1170,2501,1308,1193,204,86,118,2185,1318,867,2624,1545,1079,3143,1664,1479,5839,3134,2705,1561,678,883,13067,6846,6221,20002,10236,9766,9.66,9.56,9.76,33281,14178,19103,17916,12503,5413,32316,13876,18440,965,302,663,17698,46328,23636,4159,85,252,17213,516,872,214,16922,27228,7129,44696,8581,95.0,10621,17998,6641,11357,64042,22670,41372,27540,18001,25634,16095,17945,17998,4661,4878,64042,3.56,1.04,17450,492,5755,12186,1464,3378,13099,17887,55,17778,17536,163,14300,4951.0,17799,58,17846,94,17678,10,17809,9566,102,16559,11671,8136,7033,2637,2575,11732,16300,6519,6673,16625,10158,8096,2981,1748,868,848,7002,195,10
14,Jalisco,6,Ameca,1,Ameca,"104°02'35.000"" W","20°32'55.000"" N",1239.0,37871,19554,18317,1650,843,807,36221,18711,17510,35074,18160,16914,30471,15781,14690,28512,14808,13704,26512,13822,12690,1794,873,921,3956,2057,1899,4657,2344,2313,1959,973,986,2000,986,1014,4311,2124,2187,9824,5606.0,2974,2632,93.67,9359,24559,3953,2797,1394,1403,3219,1665,1554,3343,1687,1656,3305,1644,1661,3006,1466,1540,2668,1406,1262,2746,1419,1327,2442,1291,1151,2612,1370,1242,2328,1228,1100,2023,1039,984,1776,971,805,1653,859,794,1337,722,615,1052,556,496,706,360,346,415,219,196,443,258,185,2.27,34339,17785,16554,2856,1406,1450,33990,17655,16335,798,393,405,144,60,84,0,0,0,144,60,84,143,0,143,307,      408,      214,      194,2039,1112,734,328,366.0,438,436,4534,1761,2503,317,966,298,1150,594,31036,590,264,326,116,54,62,151,74,77,1439,757,682,1420,718,702,85,33,52,732,413,319,911,493,418,2427,1351,1076,4081,2216,1865,761,309,452,7218,3678,3540,12075,6179,5896,9.77,9.68,9.88,18551,7618,10933,11791,8141,3650,18288,7539,10749,263,79,184,8640,29220,15830,2741,15,946,9568,60,392,284,10607,16290,3573,34271,2107,30.0,1448,10886,3407,7479,37532,10585,26947,13623,10895,13598,10870,10873,10886,1733,995,37532,3.45,0.84,10802,70,2834,8038,220,1071,9582,10847,26,10822,10253,51,9699,4909.0,10846,14,10851,22,10788,1,10838,3167,30,10532,9322,6068,6465,3930,4827,8594,10352,4827,5534,9703,6693,8121,1839,1296,240,395,3498,64,9
15,México,106,Toluca,75,San Lorenzo Tepaltitlán," 99°37'27.648"" W","19°18'46.000"" N",2620.0,35292,18380,16912,1335,652,683,33950,17724,16226,32899,17189,15710,29454,15509,13945,27948,14771,13177,26320,13971,12349,1542,759,783,2954,1456,1498,3516,1720,1796,1506,738,768,1628,800,828,3910,1982,1928,9926,4530.0,2477,2053,92.01,7337,25146,2802,2386,1187,1199,2425,1188,1237,2526,1230,1296,2715,1335,1380,2823,1447,1376,2984,1531,1453,2890,1487,1403,2818,1482,1336,2458,1349,1109,2421,1295,1126,2304,1279,1025,2005,1089,916,1728,968,760,1159,611,548,767,386,381,432,235,197,237,140,97,207,137,70,1.78,30257,15585,14672,4934,2750,2184,32289,16868,15421,565,301,264,155,89,66,0,0,0,155,89,66,155,0,155,499,      397,      190,      207,1175,491,577,141,292.0,217,202,3655,1061,2385,231,861,273,710,419,30221,597,316,281,219,109,110,138,57,81,1338,664,674,1828,916,912,38,19,19,419,307,112,449,318,131,1096,675,421,2322,1322,1000,588,279,309,6155,3209,2946,16216,8381,7835,11.58,11.42,11.75,18561,8201,10360,10853,7289,3564,18025,7998,10027,536,203,333,9172,26103,17342,2323,1444,52,2809,47,242,2100,10508,15516,3421,30903,1833,66.0,2470,9810,3170,6640,35292,10376,24916,11487,9810,11361,9684,9803,9810,1256,421,35292,3.6,0.8,9741,62,2031,7772,166,737,8900,9789,14,9712,8123,91,8978,4839.0,9795,3,9794,9,9700,0,9791,3829,38,9021,7853,5820,5661,1256,3562,7478,9355,5407,4866,8934,6465,5221,2484,1705,241,500,2742,87,9
16,Michoacán de Ocampo,75,Los Reyes,1,Los Reyes de Salgado,"102°28'28.844"" W","19°35'20.307"" N",1309.0,49940,25545,24395,2838,1431,1407,47061,24093,22968,45297,23210,22087,39153,20145,19008,36568,18869,17699,33828,17526,16302,2664,1324,1340,5244,2624,2620,6065,3022,3043,2585,1276,1309,2740,1343,1397,6110,3013,3097,13276,5749.0,3126,2623,95.5,13331,32701,3867,4602,2314,2288,4409,2181,2228,4320,2160,2160,4477,2197,2280,4373,2159,2214,3987,2049,1938,3755,1934,1821,3517,1816,1701,3132,1637,1495,2868,1484,1384,2552,1336,1216,2158,1131,1027,1882,1036,846,1290,678,612,1045,560,485,687,389,298,451,249,202,394,214,180,2.14,43856,22552,21304,5374,2626,2748,43055,22235,20820,1936,872,1064,1182,544,638,30,19,11,1146,525,621,1157,25,1126,1831,      598,      302,      296,2273,1123,989,359,436.0,510,435,4995,1545,3195,362,1135,312,981,574,42312,1129,550,579,464,228,236,502,205,297,1526,816,710,1349,665,684,289,124,165,2436,1323,1113,3374,1783,1591,4446,2221,2225,6299,3241,3058,2241,1029,1212,7007,3746,3261,12128,6251,5877,8.46,8.43,8.49,26331,11034,15297,12666,9062,3604,26158,10980,15178,173,54,119,15034,34839,18977,1686,38,19,13805,138,473,35,12950,20978,5218,44998,2111,17.0,2724,13915,5540,8375,49766,19438,30328,17728,13923,17586,13781,13889,13915,2501,1304,49766,3.58,1.02,13722,154,3965,9911,803,2196,10876,13843,33,13857,13639,19,11415,4672.0,13834,20,13850,26,13816,4,13837,4746,88,12589,10954,6995,6869,5537,2970,8622,12954,5065,5710,12538,7813,9137,2375,1621,571,708,5352,138,9
16,Michoacán de Ocampo,71,Puruándiro,1,Puruándiro,"101°30'54.721"" W","20°05'19.195"" N",1898.0,32333,16690,15643,1534,763,771,30799,15927,14872,29655,15362,14293,25571,13360,12211,23805,12517,11288,22019,11633,10386,1729,862,867,3499,1705,1794,4194,2027,2167,1766,843,923,1786,884,902,3831,1973,1858,8533,4208.0,2240,1968,93.73,8528,20907,2898,2678,1328,1350,2826,1384,1442,3024,1461,1563,2981,1482,1499,2636,1375,1261,2231,1171,1060,2232,1192,1040,2191,1161,1030,2140,1129,1011,2005,1023,982,1734,995,739,1447,749,698,1310,684,626,944,534,410,785,391,394,525,271,254,311,166,145,333,194,139,2.31,29850,15410,14440,2132,1071,1061,28920,15033,13887,512,256,256,70,33,37,0,0,0,70,33,37,70,0,70,161,      278,      145,      133,2072,1138,790,249,402.0,339,405,4424,1485,2727,221,841,141,918,335,25691,684,344,340,113,50,63,269,93,176,1131,597,534,1091,577,514,97,45,52,1185,608,577,1277,622,655,3211,1626,1585,4472,2283,2189,1400,576,824,5305,3057,2248,7369,3901,3468,8.57,8.65,8.49,15828,6380,9448,9640,6934,2706,15586,6342,9244,242,38,204,10054,22264,8246,2086,111,19,11210,429,299,160,8351,14501,2704,30047,1139,16.0,1098,8331,2533,5798,32304,8962,23342,11053,8335,10978,8260,8299,8331,2142,576,32304,3.88,0.95,8171,128,1890,6409,160,881,7258,8284,15,8113,7715,186,7716,4665.0,8238,20,8253,46,8085,8,8232,2637,24,7909,6783,4638,4163,3795,3576,5791,7927,3396,3003,7473,5180,5636,1217,966,196,403,2690,61,9
